Borrower_ID,Age,Annual_Income,Credit_Score,Loan_Balance,Delinquency_Status,Primary_Channel,Region,Loan_Type
HN8XZ4O,59,57504,720,50741,60-89,Web,S,Consolidation
KY6E1YM,71,66283,679,40696,30-59,Mobile,MW,Consolidation
PFRJ2NW,68,37469,713,35492,90+,Agent,NE,Consolidation
39AYQ6W,27,34223,648,13982,1-29,Web,S,Private
RID3U94,42,12000,696,41317,60-89,Web,NE,Federal
PVEG4DN,74,64690,803,29531,90+,Agent,MW,Consolidation
BVZR6KF,47,33379,691,48650,1-29,Web,MW,Consolidation
OCG2KEY,34,40514,711,21622,90+,Web,MW,Private
ZY9NNZY,45,61055,668,16974,1-29,Agent,MW,Federal
57XTOVR,54,60671,782,71624,60-89,Agent,NE,Consolidation
UAMHM7A,61,93265,847,1768,Current,Agent,W,Federal
7ODKEF8,72,50292,650,52474,30-59,Web,MW,Federal
2I5P7VW,33,13012,683,28916,1-29,IVR,NE,Federal
KXSOLVQ,36,43251,668,41674,1-29,Mobile,S,Consolidation
NXNW3C5,37,22341,745,42187,30-59,Agent,W,Private
IYHUIVG,30,97511,726,31012,Current,IVR,W,Private
JZXC7NE,29,23168,643,35001,Current,Web,MW,Private
PEQCYH2,66,33631,661,0,Current,IVR,W,Federal
SI159I3,26,72211,594,39364,30-59,Web,S,Federal
KA9LZ57,28,28200,693,48120,60-89,Mobile,MW,Consolidation
8JP289W,53,56484,640,57231,1-29,Web,NE,Private
C11UH3D,30,82004,602,36667,90+,Web,S,Consolidation
FNH671P,46,38141,610,44773,30-59,IVR,W,Federal
Q7GKTMQ,71,52119,607,20526,60-89,Mobile,MW,Private
4ROYLQF,28,13670,537,44467,90+,Mobile,NE,Federal
V78HU7F,70,71029,712,38533,60-89,IVR,MW,Consolidation
L40FOC9,22,27292,729,53611,1-29,Mobile,S,Private
J81O082,30,55289,789,31821,60-89,Web,W,Federal
UD8M829,18,58374,742,37197,Current,Agent,MW,Federal
NSCZKM9,29,39611,743,3189,60-89,Web,NE,Private
1106P34,61,78245,678,37283,90+,Mobile,MW,Consolidation
MI9GEXM,49,36005,639,48535,1-29,IVR,W,Federal
PB22O1T,31,36325,692,26331,30-59,Web,NE,Federal
WDGBHDC,29,47349,757,34554,Current,Agent,MW,Consolidation
L67G86W,26,32584,649,5689,1-29,IVR,MW,Federal
MZQRSJZ,68,23133,710,22773,90+,Agent,S,Consolidation
L29Q2L4,19,43017,714,43343,90+,Agent,W,Federal
3SD09OY,37,50019,706,30674,60-89,Web,NE,Consolidation
JMO05DL,37,34177,731,38406,Current,IVR,S,Consolidation
0QG1L11,53,69596,594,36219,60-89,Agent,MW,Private
V9NXBV3,36,37032,673,35340,60-89,Agent,W,Private
RTJ5PHT,18,70736,802,8999,Current,Agent,NE,Private
FV2TTUS,59,55494,829,65414,30-59,Mobile,MW,Consolidation
H8HYF87,19,78187,676,0,30-59,Web,MW,Federal
8F34GAD,18,20711,670,32940,30-59,IVR,MW,Federal
H1CBHF1,35,69681,625,24957,30-59,Mobile,MW,Private
9IVLX6X,40,76093,787,25938,30-59,Web,W,Private
8XAZ8J2,31,37357,765,56466,Current,IVR,S,Federal
2CLP81L,37,44148,705,24966,30-59,Mobile,W,Federal
L1R99M2,36,44495,766,33462,60-89,Web,S,Federal
HYLURTP,35,57460,580,20587,90+,Mobile,W,Consolidation
8ECKC54,43,70837,688,15837,60-89,Web,NE,Private
9JI7OME,70,34062,565,15618,90+,IVR,NE,Federal
8SRYO4R,29,65356,554,47830,60-89,Agent,S,Consolidation
4Z4UR2Y,70,45088,715,14567,60-89,Web,NE,Consolidation
F025LOX,28,62333,691,50612,30-59,Agent,MW,Private
G87OI0E,49,27764,721,18470,Current,Mobile,NE,Private
E8NQ99F,64,48997,611,48064,30-59,Web,S,Federal
RXOKPI1,75,43449,740,13975,90+,Agent,S,Consolidation
6FYK7WQ,69,65134,701,83526,1-29,IVR,W,Consolidation
P5ONYSY,56,52589,684,25059,90+,Web,W,Federal
2IM29NN,71,91856,767,18865,Current,Agent,W,Consolidation
RYF0992,26,57342,695,25761,60-89,IVR,S,Private
O2N333Z,50,24273,628,50808,Current,IVR,NE,Consolidation
NRZJK9E,22,44734,611,24171,90+,IVR,NE,Private
2SJYD20,49,55745,754,19268,60-89,Agent,MW,Federal
ZXQ1K1Q,27,98312,753,58154,1-29,Mobile,MW,Federal
4YSD6SH,48,43657,616,22317,30-59,Mobile,MW,Consolidation
S83GYZI,29,34436,701,0,1-29,IVR,W,Federal
3JH7UYB,35,79882,623,8409,30-59,Agent,S,Consolidation
JDP0LVS,67,69786,730,41276,60-89,Agent,NE,Private
R4RJ9UL,33,31834,797,23315,Current,Web,NE,Federal
8BZ9T30,30,25871,770,13056,Current,Agent,W,Consolidation
3VFJ02L,34,27173,686,38908,1-29,Web,MW,Private
JSP49CD,47,38841,614,0,60-89,Agent,S,Consolidation
EUJ8YHJ,46,17858,727,13406,90+,Mobile,S,Consolidation
QHACMEY,28,13527,622,0,60-89,IVR,NE,Private
A4Y0W71,61,33471,642,39297,30-59,IVR,MW,Consolidation
YR8H9XD,19,54752,614,28466,30-59,Agent,MW,Private
6AG0SLZ,34,34257,773,16075,60-89,Web,W,Federal
WC01INH,73,23410,762,37391,90+,Mobile,NE,Private
QNACZC8,52,48977,703,49423,90+,Mobile,W,Private
MGIEKJT,68,18513,586,38619,30-59,IVR,W,Consolidation
88D0TGS,63,24251,604,37076,60-89,Web,MW,Private
622HMPW,34,66350,600,34480,90+,Web,NE,Private
41MFE6V,36,49563,627,8793,1-29,Web,S,Private
DS1BHRN,33,68893,704,0,30-59,Mobile,NE,Private
KEX5DEV,70,69976,650,0,1-29,Web,NE,Federal
2TQWOOE,49,42891,752,8163,30-59,IVR,NE,Consolidation
PWSUQFQ,42,66936,689,55724,1-29,IVR,S,Private
ZVO9QT9,69,71522,701,0,30-59,IVR,MW,Federal
165AEJT,27,54002,687,7160,1-29,IVR,S,Private
KZB5FW1,58,48039,708,35283,30-59,Mobile,S,Federal
4KSO03W,53,56874,733,33763,90+,Agent,W,Private
FL12Z4Y,70,62180,672,30003,60-89,IVR,W,Consolidation
P101YQT,27,22533,656,23644,60-89,IVR,W,Private
K7DBWPV,39,53124,789,51779,90+,Agent,NE,Consolidation
E2Y3ZNP,61,12000,766,43890,60-89,Mobile,NE,Private
AJ5ND3A,41,49604,733,22833,90+,Web,MW,Federal
HONBPQG,54,66827,743,35079,Current,Agent,W,Consolidation
DBDPV4R,56,60758,725,19151,Current,Web,NE,Consolidation
9XKA4LI,37,25462,743,48286,90+,Mobile,S,Federal
7R93FEZ,69,37750,642,29984,60-89,Agent,MW,Consolidation
323PTJ5,53,38760,593,10089,30-59,Mobile,NE,Consolidation
73UHR5Y,36,45642,752,32795,Current,Mobile,NE,Private
P4FC06H,53,67844,661,42300,90+,Web,W,Private
3XHYTDB,28,41573,706,33338,Current,Web,MW,Private
2X9PF16,65,47435,593,8333,90+,IVR,S,Private
0VS52SQ,68,47989,732,16680,60-89,Agent,S,Consolidation
TONZNQ0,49,27105,659,11902,60-89,Web,NE,Federal
0JH6ZAZ,40,12000,541,32978,30-59,Mobile,W,Private
G042MZ8,54,21585,707,20300,30-59,Agent,NE,Consolidation
QKQBKUR,42,50479,585,33665,90+,Web,MW,Private
WWFCY40,41,25307,728,15145,1-29,Mobile,S,Federal
FRHOCN9,41,99484,680,48879,Current,Mobile,W,Federal
8H0IMJY,56,29029,698,14688,1-29,IVR,S,Consolidation
PJLBWJ1,53,57960,636,34649,30-59,Web,W,Private
C8AK2IV,49,59491,763,30772,30-59,IVR,MW,Private
3TOPZZR,45,47661,679,0,1-29,Agent,S,Consolidation
PL2CGCT,67,33281,667,26909,90+,Mobile,NE,Federal
IX0HY9K,74,65125,766,46329,30-59,Agent,NE,Federal
1750CEH,75,37164,710,51010,1-29,Mobile,MW,Consolidation
DI3G13I,58,64278,548,42962,60-89,Agent,W,Federal
E75C7QX,65,24777,725,46042,1-29,Mobile,W,Federal
YNF1SSG,66,95361,557,11304,Current,Mobile,S,Federal
8XJK31D,61,28239,616,15171,60-89,IVR,MW,Private
K3FPT55,66,60288,653,37945,90+,IVR,W,Federal
ILVB8DM,54,12000,605,31953,30-59,Mobile,S,Federal
ARAGDX5,34,29054,686,0,90+,Agent,NE,Consolidation
XKCB9D7,24,76480,663,38019,90+,IVR,MW,Federal
107R925,33,72552,734,11405,90+,Agent,NE,Consolidation
QMKT6H6,19,44878,763,15255,Current,Web,NE,Private
L7AMKOH,18,41288,743,19175,1-29,Web,S,Consolidation
ZC2GSK3,50,12213,639,44440,90+,Web,MW,Federal
WS5AZ8Y,69,64859,764,40347,30-59,IVR,NE,Consolidation
VN7LCCJ,66,25120,681,6147,1-29,Agent,NE,Consolidation
8O1BJ9R,61,45768,766,34663,30-59,IVR,MW,Private
SPQYASY,68,42148,686,46459,30-59,Agent,W,Consolidation
5TD44K1,70,89733,722,47643,Current,IVR,NE,Consolidation
D1GAFUN,46,24373,565,19817,30-59,Mobile,NE,Federal
WIQ7ZFV,23,77089,623,20469,60-89,Agent,W,Private
KIXXX1G,21,61958,766,48571,Current,Mobile,W,Consolidation
V7MBCI5,45,57628,670,38739,60-89,IVR,MW,Federal
I0E8N71,27,53803,718,25107,60-89,IVR,S,Federal
LX2U6YJ,32,54067,664,4139,30-59,Agent,W,Private
3UC3WFE,39,79604,555,17711,60-89,Mobile,NE,Consolidation
HFG5LU7,67,81123,731,28833,Current,Mobile,MW,Consolidation
KL4RFQC,56,76016,677,0,60-89,Mobile,W,Private
Z7WHWKM,59,12000,645,24376,1-29,Web,NE,Federal
O4YC3S0,25,66000,663,27905,1-29,IVR,W,Federal
FE0B17M,43,66722,670,28758,1-29,Web,MW,Federal
FSPEN8Z,54,80389,717,11520,1-29,Agent,NE,Private
B6GS8G8,31,90772,672,39813,Current,IVR,W,Consolidation
IY5PU5W,66,64043,723,21942,90+,Mobile,W,Federal
FPGWV5Z,24,65235,624,25189,30-59,Web,W,Consolidation
J1UI9L6,50,60343,626,7896,Current,Agent,W,Private
T9LIFI3,29,56366,678,45889,30-59,Web,NE,Federal
KJXSMFK,60,57197,533,18365,30-59,Web,NE,Private
64BWX0S,72,45974,630,36991,60-89,Web,W,Private
W6GSDJT,34,41410,742,48289,30-59,Mobile,NE,Consolidation
66D7WDJ,65,44031,737,8930,90+,Web,NE,Consolidation
AW0EWAY,72,22866,676,42068,1-29,Agent,NE,Federal
WETYX2C,69,55107,730,34157,Current,Web,S,Private
O37PHAN,75,12171,781,73851,Current,Web,W,Private
HHVYHXD,35,47163,687,55762,Current,Mobile,W,Consolidation
R9EH7OL,71,15543,654,13911,30-59,Mobile,W,Private
RBSZUJB,66,50358,674,0,90+,Agent,W,Private
4FG3Y93,74,105858,648,58157,1-29,Agent,W,Federal
J9AA9P9,42,59255,752,27893,1-29,IVR,NE,Federal
CB1KJTG,61,63672,612,13141,30-59,Agent,W,Consolidation
7M6J3RT,36,82642,667,54726,Current,Agent,NE,Federal
FEN0B09,55,51686,715,17588,30-59,Agent,W,Federal
BWEVSEY,38,46440,703,55277,30-59,Agent,NE,Consolidation
1NLC8JP,72,77238,617,0,90+,Web,S,Private
GB077NX,73,53321,649,8712,60-89,Agent,S,Consolidation
NPVG91B,43,79577,632,35764,90+,Web,W,Federal
J2QP89U,74,53591,727,42938,1-29,Agent,MW,Federal
VAQVBDI,62,61280,800,22839,90+,Agent,NE,Federal
WGQIO1M,42,39194,713,0,30-59,Agent,W,Federal
3V7G5DW,60,61268,571,27610,60-89,IVR,S,Private
037GBUH,60,41319,649,28277,Current,Mobile,MW,Consolidation
CYX97I9,39,70008,751,0,30-59,IVR,NE,Federal
D7U2B1T,43,56591,688,5634,90+,Web,W,Consolidation
W5WFCPK,62,13887,726,57689,Current,Web,S,Federal
X4MIVL5,44,98836,676,33697,Current,IVR,NE,Federal
UFI389P,18,55577,620,41478,1-29,Agent,NE,Consolidation
53J2D54,29,34494,628,48616,1-29,IVR,S,Federal
5NYQ3YH,60,32897,647,53959,30-59,IVR,MW,Private
4TNPUTP,19,50590,605,45979,90+,Mobile,W,Private
P6RFE64,49,53576,748,39536,60-89,Mobile,W,Federal
OFQ3W32,45,62153,721,27253,Current,Web,MW,Federal
YWKOODV,59,60696,634,36659,Current,Web,S,Consolidation
X0RDT5N,27,78967,620,41990,30-59,Web,S,Federal
6293TLO,35,37653,696,18002,Current,IVR,MW,Federal
BOUZY46,69,54813,721,29167,90+,IVR,NE,Private
T9LZX8U,64,26742,594,0,60-89,Mobile,W,Private
0C2WKJY,38,61009,669,31362,90+,IVR,S,Federal
6NK9F73,23,52497,697,49791,90+,Mobile,NE,Consolidation
BBJCDIW,75,49099,730,32553,60-89,Agent,MW,Consolidation
LJH7NBV,33,40093,663,29442,Current,IVR,MW,Consolidation
EXE0OF3,64,96630,689,28603,1-29,Agent,NE,Private
ON8UUJS,21,19592,562,27909,30-59,Mobile,NE,Federal
287FDV2,55,36025,631,34060,1-29,Mobile,W,Private
L7GFRD4,44,50599,693,12407,30-59,Mobile,S,Consolidation
T2TC8YB,25,46637,783,31773,60-89,IVR,NE,Private
1ZLBORI,72,84428,795,74828,1-29,Agent,W,Federal
JI6SOW4,66,43428,740,4798,60-89,Web,MW,Federal
7JMDXUB,27,38528,752,33156,30-59,IVR,NE,Federal
SH9YCR0,47,52194,695,17689,30-59,IVR,W,Consolidation
4XR8PJP,64,73165,727,38251,1-29,Agent,MW,Federal
QOYBZ8G,32,57108,757,7877,30-59,Mobile,MW,Private
PS4INCO,36,72310,726,26326,1-29,IVR,W,Federal
ZPPZ99F,63,43764,694,21906,Current,Mobile,W,Consolidation
EDQMVQW,51,34361,802,22295,60-89,Mobile,MW,Private
M9NR73W,71,52723,708,30866,1-29,Mobile,S,Federal
G6SPD2S,39,39570,698,19795,1-29,Mobile,MW,Consolidation
X2ZVL9E,70,20941,793,66378,30-59,Agent,S,Consolidation
N2WO9KH,48,41032,734,54177,30-59,Agent,NE,Consolidation
I6GGJWI,69,62221,668,39904,Current,Web,S,Federal
VV28UE1,56,75696,693,35652,30-59,Agent,W,Private
D9SQMJN,67,68072,743,35461,1-29,Agent,W,Consolidation
17KF6JZ,60,19903,736,28673,60-89,IVR,MW,Consolidation
04DV0UP,37,39174,647,41885,30-59,Web,S,Private
Y4W3WES,57,41866,664,0,Current,IVR,NE,Private
ZUV1FKH,37,78256,632,18818,Current,Web,NE,Consolidation
A1361BG,22,66112,772,14712,1-29,IVR,W,Consolidation
PLHRTC7,67,86095,674,0,1-29,Agent,S,Consolidation
VTX3NF2,53,40466,618,28538,60-89,IVR,MW,Private
9H2BVWV,36,53402,703,0,60-89,Mobile,W,Federal
ACF0R7F,62,42172,678,11939,Current,Web,S,Private
7B7P9JY,37,74005,553,5402,30-59,Web,MW,Private
NWNGUCZ,28,66536,697,40447,30-59,Mobile,W,Consolidation
LFN7V2T,45,52625,714,20565,Current,IVR,W,Consolidation
CNHJVAN,38,13772,675,32429,1-29,Mobile,NE,Federal
LMYQZ5P,61,62040,663,50387,30-59,Mobile,W,Federal
V54C6P1,35,28302,788,17809,1-29,IVR,S,Private
EULJGQP,55,62597,697,24977,30-59,IVR,NE,Private
O6GIL6D,58,38601,606,18760,60-89,Agent,MW,Consolidation
LVZYZ72,38,45667,722,75154,60-89,Agent,NE,Federal
3MT2MD8,32,30944,573,31815,30-59,IVR,S,Consolidation
WLGJE2A,46,20934,617,14703,60-89,Web,W,Consolidation
C45PI2S,20,52252,738,31376,90+,Web,MW,Private
0S3KDZ4,41,40100,689,23564,Current,IVR,S,Private
777IH0F,48,15886,501,0,30-59,Web,MW,Federal
TT0IX1S,74,44190,749,16236,30-59,IVR,NE,Consolidation
EY4IH9P,69,41410,700,21704,30-59,Agent,S,Private
WJOJAFI,40,18802,676,49367,1-29,Agent,S,Federal
9RXB814,35,76899,687,23068,90+,Agent,W,Consolidation
AFDMR6S,57,100799,561,39166,Current,Mobile,W,Federal
8QV6S2B,36,33164,487,44239,30-59,IVR,W,Private
2GKQRAF,23,75422,714,34286,30-59,IVR,S,Consolidation
09OWGMF,39,38348,606,21391,90+,Web,MW,Consolidation
A0CO76O,50,87431,539,0,30-59,Agent,S,Federal
KVYTNDJ,47,12000,622,48096,30-59,Mobile,NE,Private
1L9NYPU,37,12000,684,49082,1-29,Mobile,NE,Private
UWPKN64,35,81011,730,37747,Current,Mobile,MW,Consolidation
H9BTD5P,56,86079,576,51341,60-89,Agent,MW,Consolidation
V63N79I,25,72261,616,21397,30-59,IVR,W,Private
0EH4UJ7,39,50678,603,52922,60-89,Web,MW,Consolidation
9XMA5VI,60,68143,769,41827,Current,IVR,MW,Private
2MKV0DS,18,55831,620,52593,90+,IVR,MW,Private
E2YE38D,29,60110,639,39128,90+,Web,S,Federal
LUERJQE,27,12000,737,7973,60-89,Mobile,NE,Private
8C1CQG4,28,76579,779,0,30-59,Agent,W,Private
TLXBWLW,64,19445,709,0,1-29,Web,MW,Consolidation
JYYFK31,56,41857,720,28103,1-29,Mobile,S,Private
R6BILQP,39,22191,706,18276,60-89,Mobile,W,Private
I4W6OZX,22,36115,678,36522,90+,IVR,W,Consolidation
VBCNKF5,65,77023,675,39402,60-89,Agent,MW,Consolidation
JFY4W8T,52,63978,710,33753,1-29,Agent,W,Private
DG1WJUI,65,76630,709,55353,Current,IVR,MW,Private
CPCC3ZK,41,46230,621,46456,30-59,IVR,W,Private
WN0MODP,60,66358,767,34128,60-89,IVR,NE,Consolidation
KHSALJ0,53,23549,792,53417,60-89,Agent,W,Federal
PAAG3DU,56,89712,661,53936,1-29,Web,NE,Private
FDNPTWE,46,85958,674,23652,1-29,Mobile,W,Private
42NBFA3,42,12000,614,27206,30-59,Mobile,MW,Private
B4YUEXY,50,20754,592,27488,30-59,Mobile,NE,Consolidation
Q35AW3O,23,47803,641,53891,30-59,Web,W,Private
PSZ6W8W,22,28395,668,11957,90+,IVR,S,Federal
ZRKBFQX,42,55414,718,45260,1-29,Web,S,Consolidation
8KGYGGS,62,33800,674,25836,30-59,Mobile,NE,Private
UH80Q7T,38,44870,670,0,Current,Web,MW,Federal
RTZW446,40,105470,677,31004,Current,Mobile,W,Federal
A50F53I,18,43577,625,31521,30-59,Web,W,Private
O1DFSTS,71,37175,705,59894,60-89,Web,MW,Federal
H24PQY0,75,16677,726,27149,60-89,Agent,W,Private
RHM22SN,62,58023,775,38241,Current,Web,MW,Consolidation
65Z3F1O,51,62514,711,39196,1-29,Mobile,MW,Private
40VTKRR,56,45827,643,33080,Current,Mobile,W,Consolidation
VBV1JPV,25,73485,701,21355,1-29,Mobile,S,Consolidation
XMFH5E8,37,12000,799,28543,60-89,Agent,W,Federal
IROHY1O,56,45033,743,20889,90+,IVR,S,Consolidation
P2F96CX,21,38314,634,0,30-59,Web,W,Federal
CTOLQGA,72,54814,654,0,1-29,Web,W,Federal
W5259GM,51,41481,625,56907,1-29,Mobile,W,Federal
EC546OR,46,49998,736,0,60-89,Web,MW,Private
TW87T8D,45,54320,616,10485,60-89,Web,MW,Private
X974PPW,56,22727,615,73540,60-89,Mobile,MW,Consolidation
5A4RGFN,54,70348,818,5401,1-29,Mobile,NE,Private
4U4FGGW,25,30922,654,32373,30-59,IVR,W,Federal
RWBJ9CP,69,26078,618,26098,30-59,IVR,S,Private
7BQ0U75,41,49177,683,0,90+,Web,W,Federal
MYGTY3A,47,49169,645,16212,1-29,Mobile,W,Private
2WZ8EM2,35,47724,754,45982,90+,Agent,NE,Consolidation
CYYF66X,53,74618,717,31854,60-89,Agent,NE,Private
Q8FKCEK,66,63103,568,36104,30-59,Agent,MW,Federal
BMPXQ3X,19,45747,582,9519,90+,Mobile,S,Federal
6IOSTUZ,21,51596,723,26083,90+,Mobile,W,Consolidation
SI3OE9V,37,31853,683,19613,1-29,Web,MW,Consolidation
8P47D9G,64,57554,739,61595,90+,Mobile,S,Private
EJ2VHAK,50,41049,625,24137,Current,Mobile,MW,Federal
KFQ5DZ5,60,24352,603,9047,60-89,Mobile,NE,Private
RB9VDX0,45,95589,655,24233,Current,IVR,S,Federal
O06R9DD,67,45846,567,2716,60-89,Agent,MW,Private
CVS4Z2F,54,39276,648,47476,90+,Mobile,W,Federal
EFHX0ZJ,20,58947,656,47852,90+,IVR,NE,Private
SVCZA0E,51,12000,707,20399,90+,Mobile,S,Federal
F6WXQGL,60,38818,663,27394,60-89,Agent,MW,Consolidation
WMVW9KQ,18,15724,707,1417,90+,Mobile,MW,Private
2THW9P0,73,54945,668,35446,60-89,IVR,NE,Private
BE5407K,63,50438,612,17884,30-59,Mobile,MW,Private
PQY3RDL,27,69884,698,5809,90+,Mobile,NE,Federal
BVZB0OI,42,77692,657,40389,30-59,Web,NE,Federal
JDTVV2Y,70,18026,731,20735,Current,Agent,S,Federal
OJTXCF0,49,45057,794,18785,1-29,Agent,W,Private
DCPWL6B,64,48447,690,47584,90+,Agent,W,Consolidation
DAZ54QY,50,65224,601,33011,90+,Web,W,Private
R91R0HR,27,44259,638,57065,60-89,Agent,S,Federal
J2VO7IU,28,46393,778,51525,Current,IVR,W,Private
U595CEK,34,41247,662,9270,1-29,IVR,NE,Private
ALSUL8S,54,12000,662,46487,1-29,Mobile,MW,Private
AHWTNU7,18,56003,771,54089,60-89,Agent,W,Private
GZX826A,64,47412,735,30020,1-29,Agent,MW,Consolidation
ZX1QF8J,68,39209,719,40153,60-89,IVR,MW,Private
PP9CWNB,56,52470,618,36391,30-59,IVR,NE,Federal
OP03KSG,67,51848,723,18608,60-89,Mobile,NE,Consolidation
CXA78AN,33,101238,649,8581,1-29,Agent,NE,Federal
U63YRXK,37,47895,752,51812,1-29,Web,NE,Private
6XCF4KZ,26,73811,759,63883,30-59,Agent,NE,Consolidation
ZSB6ZWK,67,54494,711,29377,90+,Web,W,Private
8BNMJSX,71,65777,765,30075,30-59,Web,S,Consolidation
J0Y2ATG,49,24759,695,5317,60-89,Agent,NE,Federal
4UKAHYV,35,58268,713,38686,90+,Agent,NE,Private
BKHTAB9,75,41804,686,16369,60-89,Agent,MW,Consolidation
W2KULLK,56,17435,685,0,Current,Web,S,Consolidation
7NDGDH5,46,43872,664,32558,1-29,Web,NE,Consolidation
209EI8X,50,90401,682,0,Current,Agent,NE,Private
FKXN039,36,55776,770,20829,Current,Web,W,Private
9QH1J5T,47,71214,766,63264,30-59,Mobile,MW,Private
TD0DOF8,38,22145,682,0,Current,IVR,W,Private
IWJOTIK,28,64517,580,0,60-89,Mobile,NE,Private
IU5DSJN,28,31928,627,3181,30-59,IVR,W,Federal
2G3AUT3,50,44852,757,10195,30-59,Agent,S,Consolidation
TYOBTPU,68,49410,850,15840,Current,Web,NE,Consolidation
2UJENVS,22,39704,763,9467,1-29,Web,W,Consolidation
1W6RUD5,41,19598,668,24377,60-89,Agent,S,Private
QL0H5QQ,39,97491,657,0,1-29,IVR,MW,Private
FIBJZP9,22,47799,719,12735,30-59,IVR,MW,Consolidation
DDQHKGA,38,81282,587,35285,30-59,IVR,S,Consolidation
HZRXYWU,43,56037,696,9002,90+,IVR,S,Federal
F5XK1SY,29,23898,559,21946,30-59,Mobile,S,Federal
KTUZH06,71,29129,714,20362,1-29,IVR,NE,Federal
D6JI874,58,51417,805,63280,30-59,Mobile,W,Consolidation
4QJD7B5,37,88884,826,36160,1-29,IVR,NE,Private
X3WN8AA,57,47372,726,26278,90+,Web,NE,Federal
6AKT7ZQ,57,84981,679,16029,30-59,Mobile,W,Consolidation
VORK1DJ,32,61180,608,57317,90+,Agent,NE,Federal
H231WCG,65,36822,577,30866,30-59,Web,W,Private
YN3SCSB,49,44499,774,4809,90+,Agent,S,Federal
933BQOQ,26,43839,729,11767,Current,IVR,S,Private
D0E8C6T,55,44910,726,24980,60-89,Web,S,Federal
EQ3O6J8,56,56611,672,0,30-59,Mobile,W,Private
PVF984H,38,34214,643,0,1-29,Agent,W,Federal
Z7W7N0S,69,34192,755,36221,30-59,Web,W,Private
IC1ORAY,64,21786,675,18423,Current,IVR,MW,Private
GIPAXNQ,62,66022,687,22659,1-29,Mobile,W,Federal
B0XDKUU,71,32329,710,16383,60-89,Agent,W,Private
8X9ZLOD,62,93621,538,44333,Current,Agent,MW,Consolidation
QIN5IBW,26,74664,603,44208,30-59,Web,S,Private
QAHCUA0,20,46953,580,36600,60-89,Agent,W,Private
800HERS,35,71323,661,18640,30-59,Web,MW,Consolidation
XS83XEW,31,58677,673,17005,90+,Web,W,Consolidation
EH1VR1N,20,47376,703,18097,30-59,IVR,W,Private
WTFMSJB,24,71569,712,5711,Current,Web,NE,Private
KVQYWJ8,43,57553,738,52871,1-29,Web,W,Private
PSQZN7X,21,114340,657,14324,Current,IVR,MW,Private
LLS51PI,36,31641,686,46049,60-89,IVR,NE,Consolidation
MXSCUHW,26,32423,664,45073,60-89,Web,S,Private
HUAT45J,71,53531,664,54796,60-89,Mobile,W,Federal
S8X7GFL,44,76568,650,17688,30-59,Web,S,Federal
HOVSRM9,72,42147,740,18412,1-29,Mobile,S,Consolidation
SMV30QA,32,29152,697,44179,90+,Agent,W,Consolidation
MSOS8J2,65,74159,718,43673,30-59,IVR,NE,Consolidation
K74F5ZQ,73,53654,633,13349,30-59,Web,MW,Consolidation
UEHG832,49,73174,644,3978,1-29,Agent,W,Consolidation
1TO0BOG,41,78333,598,0,60-89,Web,S,Private
W4JSNYM,57,31471,777,26635,1-29,Mobile,NE,Federal
7GRI9ET,56,75134,604,34563,90+,Agent,W,Federal
FFYKPL3,58,45121,734,54286,30-59,IVR,MW,Consolidation
83E822L,66,35705,602,0,30-59,Web,NE,Private
163YK03,65,66795,739,27008,1-29,Mobile,NE,Federal
YWL9700,48,79733,718,15723,90+,Mobile,W,Private
8ZHZD71,62,61020,667,29199,30-59,IVR,S,Private
02WPKQJ,65,78210,716,63140,1-29,Mobile,W,Consolidation
8W8A5K8,29,67260,781,47855,Current,Mobile,MW,Consolidation
C4VG9Z2,54,17929,656,47804,30-59,Mobile,S,Consolidation
AUD2YZD,50,67696,719,27256,Current,Web,S,Private
ZYG8CV7,37,55946,580,13512,60-89,Web,W,Private
8NX1KHQ,42,89614,702,0,90+,Agent,MW,Consolidation
YGRUZU5,58,59725,676,14681,60-89,Mobile,MW,Federal
005WDNL,51,63931,701,19362,Current,IVR,NE,Private
RUXVT3O,41,36970,633,42597,Current,Web,W,Private
V9TKRWQ,50,49678,646,50208,60-89,Web,W,Federal
9DUD85Z,69,57557,673,47908,Current,Agent,S,Consolidation
KP9XCO5,39,46536,653,22351,1-29,IVR,NE,Consolidation
EGV10K6,47,41561,767,16738,1-29,IVR,W,Federal
QRCBBG8,44,41035,654,5792,1-29,Agent,W,Consolidation
RCPPRCJ,19,34947,593,50254,30-59,IVR,NE,Federal
KRZ1Y3N,41,21276,730,5637,1-29,IVR,MW,Consolidation
9IF826B,19,34585,611,30525,30-59,IVR,S,Consolidation
JY5FDDS,60,18166,602,40317,30-59,Mobile,MW,Private
4E5BCID,72,30122,658,43247,30-59,Web,S,Private
B3VCPEA,68,69613,699,10635,1-29,IVR,NE,Private
EXC1T0O,38,74983,709,52871,60-89,Mobile,MW,Federal
Y04N3YS,48,45405,630,46426,Current,IVR,MW,Consolidation
A9FYSRC,41,67660,695,17267,1-29,Web,W,Private
EFQJG02,56,57171,629,60355,Current,Web,MW,Federal
IL8B5L9,66,32600,835,36285,60-89,Web,MW,Federal
HL2FY0T,75,20499,759,35034,30-59,Web,NE,Federal
18GIYRN,54,54770,636,34777,1-29,Mobile,S,Federal
K6N0XIK,48,74943,766,15043,60-89,Agent,MW,Private
0LK872P,41,34060,743,9602,1-29,Web,MW,Private
V7JMKJL,63,43337,785,49637,1-29,Web,W,Private
