Borrower_ID,Age,Annual_Income,Loan_Balance,Credit_Score,Monthly_Payment_Amount,Amortization_Ratio,Engagement_Recency,Delinquency_Status,Region,Primary_Channel,Loan_Type,SAVE_Tranche
O3S30ZO,49,95706,22242,678,138,99.2,Never,Current,NE,Mobile,Federal,T5
WQ38OB3,68,15000,35129,677,0,99.2,>1yr,Current,S,IVR,Federal,T6
XSFLL4U,56,79064,31247,657,339,112.6,>1yr,60-89,MW,IVR,Consolidation,T2
ISZPH64,53,44707,0,602,267,101.0,Never,Current,S,IVR,Federal,T4
59E35JL,43,67742,55652,614,0,103.5,1-12mo,Current,S,IVR,Consolidation,T7
5VI06QV,63,42194,55649,790,163,104.6,<30d,1-29,MW,Mobile,Federal,T8
HBGHEDM,46,47581,53324,643,155,103.3,Never,Current,MW,IVR,Federal,T5
KR04FST,39,55364,40932,658,186,95.2,<30d,Current,MW,Agent,Consolidation,T8
3TP11MV,69,21152,46592,663,0,109.4,1-12mo,60-89,NE,Web,Federal,T3
AJS5LOG,28,43730,34116,631,131,97.1,1-12mo,1-29,NE,IVR,Federal,T7
99SVCKX,58,45147,24432,618,258,102.0,<30d,Current,MW,Web,Federal,T4
7Y9FC6D,66,33530,25901,661,276,105.3,1-12mo,30-59,MW,Mobile,Consolidation,T2
MFMVSNU,43,49863,23053,558,228,106.8,<30d,90+,S,Mobile,Federal,T8
0F549WS,51,61422,72203,631,0,110.1,>1yr,90+,S,Mobile,Consolidation,T3
7HS00PY,67,47526,63118,774,24,111.8,>1yr,90+,NE,Agent,Consolidation,T3
6TQ438N,38,26611,90437,739,532,99.0,<30d,90+,W,IVR,Consolidation,T4
RF5XY6M,34,55289,73144,711,37,104.6,>1yr,Current,NE,Web,Federal,T6
F2KB085,44,64250,64557,641,0,106.1,<30d,60-89,S,IVR,Consolidation,T8
8Q5SNF5,36,51988,0,665,22,96.8,1-12mo,Current,S,Agent,Federal,T7
P1BSHW2,43,36746,70029,616,223,98.5,1-12mo,Current,S,Mobile,Federal,T7
TZO614D,51,83345,41919,655,15,100.6,<30d,Current,S,Mobile,Consolidation,T8
VGHLJHU,37,51767,26597,699,146,104.9,>1yr,Current,NE,Agent,Consolidation,T6
5DH445I,29,31535,54606,737,116,98.2,1-12mo,Current,W,Agent,Federal,T7
5J58B0E,43,45497,20233,564,209,111.0,>1yr,60-89,W,IVR,Consolidation,T3
M0JC0QZ,60,39958,110818,576,255,103.9,Never,Current,NE,IVR,Consolidation,T4
41KIS5S,28,40532,13821,715,0,100.1,>1yr,1-29,NE,Mobile,Federal,T6
IJWUG59,67,17117,47162,788,291,103.9,<30d,Current,S,Web,Consolidation,T4
RPY2017,51,62933,38463,684,400,112.2,>1yr,90+,MW,Web,Consolidation,T1
SQFJGGB,34,55250,48404,741,154,110.1,Never,60-89,W,IVR,Consolidation,T3
38GQ588,49,53712,5458,638,211,104.4,Never,1-29,W,Agent,Federal,T5
A58SMGX,56,66756,53938,701,314,112.2,>1yr,90+,NE,Web,Consolidation,T2
WFGOZQ3,60,74471,38054,767,338,111.3,Never,30-59,MW,Web,Consolidation,T2
E3N0QV9,65,71072,58640,723,178,96.9,1-12mo,Current,NE,Agent,Federal,T7
EAR0XH3,46,67649,57959,570,95,100.9,<30d,1-29,MW,Web,Consolidation,T8
1VFGO3L,32,48056,63289,595,437,108.6,<30d,60-89,MW,IVR,Federal,T2
WSVECKU,31,82260,48275,688,36,105.7,<30d,60-89,NE,Web,Consolidation,T8
0ZAEAJA,65,29954,32251,622,125,104.9,1-12mo,Current,NE,IVR,Consolidation,T7
3SQ8O38,59,53430,57976,544,168,104.2,1-12mo,Current,S,Agent,Federal,T7
T2ITN8Q,56,59737,29500,660,90,95.3,>1yr,Current,S,Web,Federal,T6
DE89YTI,51,34316,34358,664,0,106.1,<30d,30-59,MW,IVR,Consolidation,T8
HR5XGY3,62,43978,42110,804,213,96.3,<30d,Current,W,Web,Federal,T8
SRH205I,56,43453,27609,699,0,111.8,1-12mo,30-59,S,IVR,Consolidation,T3
A0KE1PB,44,72736,43321,613,518,103.9,Never,30-59,W,Agent,Federal,T4
0B3NCB6,57,25354,52772,646,210,98.1,Never,Current,MW,Web,Consolidation,T5
YK5E6HD,65,76517,28674,587,258,102.6,1-12mo,Current,NE,Agent,Federal,T4
7L302BF,59,88266,35904,696,280,103.4,1-12mo,1-29,MW,Web,Federal,T4
KL3RN5Y,56,42164,66751,644,459,110.1,<30d,30-59,MW,IVR,Federal,T2
R5JJSOV,37,72880,34677,692,277,106.5,1-12mo,90+,S,Agent,Federal,T2
1N77G5E,29,48701,48753,619,401,111.6,1-12mo,30-59,W,Web,Federal,T2
S36ZO2G,40,62070,12366,643,0,105.2,1-12mo,30-59,W,Web,Federal,T7
J8LZ47O,60,32976,54966,689,359,113.7,1-12mo,30-59,MW,Web,Federal,T2
BY5O0ZS,58,38988,26295,666,138,96.6,>1yr,Current,MW,Mobile,Consolidation,T6
Q4ZCX64,48,84890,57415,618,0,107.1,Never,60-89,W,Agent,Federal,T5
YLSO3LP,23,69908,6519,619,76,95.4,Never,Current,NE,Web,Consolidation,T5
N9VAC2R,63,15000,23408,751,87,104.4,1-12mo,1-29,S,IVR,Federal,T7
8VQOWY1,28,50090,187,692,402,106.9,1-12mo,30-59,S,Web,Consolidation,T2
GUAELAA,58,18967,59090,668,187,100.6,Never,Current,W,Mobile,Federal,T5
1QBDAE5,57,19774,53016,654,184,99.1,>1yr,Current,S,Mobile,Consolidation,T6
W40J7TU,68,79524,38836,630,160,106.3,Never,90+,MW,Mobile,Consolidation,T5
T7ENZNZ,67,38644,28835,723,232,102.6,Never,Current,W,Mobile,Federal,T5
TZUH3D7,31,34380,61279,729,359,104.7,>1yr,30-59,NE,Agent,Federal,T4
EMRHCE8,25,38154,37652,658,92,101.9,1-12mo,Current,MW,IVR,Consolidation,T7
XQB9YXR,40,57877,42011,740,0,97.2,1-12mo,Current,W,IVR,Federal,T7
6HZJ5WC,44,62893,22667,614,174,111.8,>1yr,30-59,W,Mobile,Consolidation,T3
EWMHVWH,29,56257,21519,599,0,98.1,Never,Current,NE,IVR,Federal,T5
MR86O5L,45,42414,57183,547,231,110.5,>1yr,30-59,S,Web,Federal,T3
Z1DCTPI,50,66407,20630,755,303,110.0,1-12mo,90+,NE,Web,Federal,T2
0KCOIGN,57,58046,50333,712,257,95.8,<30d,Current,S,Agent,Federal,T4
GQ6YHQT,57,79727,43200,731,0,109.9,Never,60-89,S,Mobile,Consolidation,T3
4C3V1PX,42,43061,55431,705,203,110.4,Never,30-59,W,IVR,Federal,T3
7PM3PZF,38,60626,57356,711,507,111.3,Never,90+,NE,Mobile,Federal,T1
Q91EDRK,31,60607,33317,611,243,95.3,<30d,1-29,NE,Agent,Consolidation,T8
S4IP2NV,39,36580,59475,755,56,107.1,Never,30-59,MW,Web,Consolidation,T5
6D58BMX,38,74782,60685,610,147,107.2,Never,90+,S,Agent,Consolidation,T5
R9H5RO3,35,30926,32694,589,0,102.9,>1yr,Current,MW,IVR,Federal,T6
LAVTF0O,29,46141,96750,686,96,111.2,>1yr,30-59,W,Web,Consolidation,T3
AUNDEEV,30,72595,47702,712,117,112.9,1-12mo,30-59,MW,Agent,Federal,T3
UTWGQSI,39,53187,56353,649,31,99.1,Never,Current,NE,Agent,Consolidation,T5
9H2IV18,23,81535,20547,636,226,114.0,>1yr,60-89,S,Agent,Consolidation,T3
210PSK0,53,47136,73863,695,174,113.8,<30d,30-59,S,Web,Consolidation,T3
5JPCLW6,41,56373,42518,624,68,103.8,>1yr,1-29,MW,Agent,Consolidation,T6
CPJ0JNE,48,42244,53966,730,192,105.2,1-12mo,30-59,MW,Agent,Federal,T7
9N2TJL2,53,83116,47747,790,252,109.5,>1yr,30-59,MW,Mobile,Consolidation,T2
9IH1RLY,47,69466,16534,724,195,106.0,1-12mo,60-89,S,Agent,Federal,T7
QC45YPR,44,71703,6595,635,0,109.3,>1yr,30-59,MW,Mobile,Consolidation,T3
84500EI,61,40682,33320,589,172,102.7,Never,Current,NE,Web,Federal,T5
H1VS4HW,39,52775,45241,657,12,107.0,<30d,60-89,NE,Mobile,Consolidation,T8
COG5FHU,24,49976,60786,609,272,108.5,<30d,60-89,S,IVR,Federal,T2
5G4TFIW,51,35047,15290,695,172,95.6,1-12mo,1-29,MW,Web,Federal,T7
P4SXRXQ,49,71301,38517,793,88,110.2,<30d,60-89,MW,Web,Consolidation,T3
4KFOOQI,34,67845,24789,682,119,105.4,Never,30-59,MW,Web,Consolidation,T5
45RWWBZ,64,46732,35237,736,276,112.6,>1yr,60-89,NE,Mobile,Consolidation,T2
ZLMDXRL,44,52271,78573,736,279,98.0,1-12mo,Current,S,IVR,Federal,T4
C7F8BN6,36,43051,71225,688,136,107.3,<30d,30-59,NE,Mobile,Consolidation,T8
B0DGB6A,55,57714,59051,621,207,97.0,Never,Current,MW,Agent,Consolidation,T5
FJ7MSG7,35,42490,46953,704,447,108.7,>1yr,30-59,W,IVR,Federal,T1
34330N6,43,54750,70545,699,0,109.8,Never,60-89,W,Mobile,Federal,T3
BEUTLWG,65,57561,32859,739,143,113.6,<30d,60-89,NE,IVR,Federal,T3
6SN9ROW,50,63162,55154,640,226,108.6,Never,30-59,S,Mobile,Consolidation,T3
TM5W1VM,26,38400,33511,600,0,103.9,>1yr,Current,W,Web,Federal,T6
0H64BHZ,29,43134,13520,633,0,102.7,<30d,Current,MW,Web,Federal,T8
95JPSQC,57,43247,21444,572,0,101.0,<30d,1-29,NE,Web,Consolidation,T8
JYFHE6A,52,36258,55813,734,337,112.2,<30d,60-89,W,Agent,Federal,T2
LGNW9P0,52,76668,59662,686,269,97.6,<30d,1-29,W,Mobile,Consolidation,T4
HM3L3U0,67,76692,28005,747,246,109.3,<30d,60-89,NE,Agent,Consolidation,T3
OS5Y1CJ,35,64921,21774,691,75,95.2,>1yr,Current,MW,Agent,Federal,T6
BUQKMTX,56,66590,94715,709,0,96.0,>1yr,Current,MW,Agent,Federal,T6
CGGAR6J,65,64181,27851,619,397,106.9,>1yr,30-59,S,IVR,Federal,T2
B2KAZFR,37,40968,62605,565,73,111.4,>1yr,30-59,MW,IVR,Federal,T3
ZPCZBC0,25,58413,89921,671,161,108.0,>1yr,60-89,S,Web,Federal,T6
8SWYWGU,28,35232,49297,680,54,107.6,1-12mo,60-89,S,Mobile,Federal,T7
HW1LS76,47,56481,0,617,205,108.4,1-12mo,30-59,NE,Agent,Federal,T3
5V0RZOS,33,69276,29923,605,123,104.6,>1yr,Current,MW,Agent,Federal,T6
4JL4AVF,57,50123,81511,663,200,98.3,>1yr,Current,S,Agent,Federal,T6
3YSZIXB,59,34205,63773,605,221,101.2,1-12mo,Current,S,Mobile,Federal,T7
GE6T0M2,48,47722,11349,654,151,111.8,<30d,60-89,NE,Agent,Federal,T3
P5ETQT2,68,15000,73377,761,351,104.9,>1yr,30-59,MW,Web,Consolidation,T4
8Z2I56W,48,34205,42082,649,304,109.4,<30d,60-89,S,Web,Consolidation,T2
BFAWRMX,47,48782,50599,766,134,100.2,Never,Current,NE,Mobile,Consolidation,T5
G8U9FM0,32,45663,77194,675,238,113.6,<30d,30-59,NE,Agent,Consolidation,T3
4NHIF4B,43,39063,42636,753,179,98.4,>1yr,Current,MW,Mobile,Federal,T6
2P1B63E,58,59546,51826,579,255,112.8,>1yr,60-89,MW,Agent,Consolidation,T2
OX961A0,60,79738,103562,582,298,105.4,>1yr,60-89,W,IVR,Federal,T2
XP2KNCB,62,40868,0,520,301,100.8,Never,30-59,W,IVR,Federal,T4
Y221EJY,68,35970,58945,685,565,111.0,<30d,30-59,NE,Web,Federal,T2
GUENNXH,52,63197,75450,635,48,109.1,>1yr,30-59,MW,Mobile,Consolidation,T3
NX1TDY9,26,36452,94006,642,124,113.9,1-12mo,30-59,NE,IVR,Federal,T3
J1Y74UA,62,51856,56355,627,214,113.8,<30d,90+,W,Web,Consolidation,T3
D5I5HKX,57,86638,41519,609,191,113.2,1-12mo,30-59,MW,Web,Consolidation,T3
DB8IZJ3,39,64423,92532,613,112,111.2,1-12mo,30-59,S,Mobile,Federal,T3
NQNMA92,51,46506,12221,649,0,101.9,Never,Current,S,Mobile,Consolidation,T5
Q3LMMU6,43,26480,39968,603,128,107.6,<30d,30-59,NE,Agent,Consolidation,T8
FTJZ0L1,52,65655,94811,707,247,100.1,>1yr,Current,W,Mobile,Federal,T6
TS0ATDR,25,66826,75140,704,374,100.7,1-12mo,60-89,S,Web,Federal,T4
P7WF5ZW,33,44167,62763,566,100,98.2,>1yr,Current,NE,Mobile,Federal,T6
8AV8NVN,63,109366,29186,592,262,110.4,1-12mo,60-89,MW,Web,Consolidation,T2
WBZKCHY,67,15000,34779,675,172,109.4,>1yr,30-59,NE,Web,Consolidation,T3
LFCEW4G,47,72756,68636,791,314,112.9,<30d,30-59,NE,Web,Consolidation,T2
IV6JEQ6,61,81819,54769,820,176,113.9,Never,30-59,NE,Web,Federal,T3
5NW1OSG,25,22508,35617,620,273,102.3,Never,1-29,W,Web,Consolidation,T4
WOCIXAM,39,42964,51709,632,102,101.6,>1yr,Current,S,Mobile,Consolidation,T6
0WBLTH3,43,18579,47720,730,261,112.7,Never,60-89,S,IVR,Federal,T2
1MXWI7L,70,20215,99274,692,0,113.6,>1yr,90+,MW,Agent,Consolidation,T3
Q3OPE7X,68,85368,38433,668,252,105.7,Never,60-89,MW,IVR,Consolidation,T2
L1EAXLD,54,57218,36823,729,103,112.5,>1yr,90+,NE,Mobile,Federal,T3
6M0A86E,22,60565,3458,767,531,106.2,Never,30-59,NE,Agent,Consolidation,T2
X4BOCJE,64,70136,12142,645,95,101.3,Never,Current,NE,Web,Federal,T5
GPR5UCA,22,15000,19671,692,174,108.3,>1yr,30-59,S,Web,Federal,T3
3K5DRVA,43,59848,14562,645,114,98.5,>1yr,Current,S,IVR,Consolidation,T6
ZJMJO9N,53,60945,40790,662,0,100.5,<30d,Current,MW,Web,Consolidation,T8
U1BMXST,31,66349,53971,659,20,110.6,Never,30-59,MW,Web,Consolidation,T3
UIFDQFR,67,28885,11273,572,200,95.5,<30d,Current,W,Agent,Consolidation,T8
39YHL3F,66,16551,55492,627,48,114.2,1-12mo,30-59,NE,Mobile,Federal,T3
GY63TK8,38,44168,49695,651,99,99.8,Never,1-29,MW,Agent,Federal,T5
F9PFKB1,60,50334,22534,728,189,101.5,1-12mo,Current,S,IVR,Consolidation,T7
QMHJNXC,41,39478,70817,685,0,101.9,1-12mo,1-29,W,IVR,Federal,T7
AGH3CMW,39,79080,68376,720,81,110.2,<30d,30-59,NE,Agent,Consolidation,T3
5TR0IHU,28,48587,58255,725,200,112.2,<30d,60-89,S,Mobile,Consolidation,T3
O7YTJV8,57,78339,57272,560,0,114.3,>1yr,30-59,NE,IVR,Federal,T3
4LQIIUO,64,64833,80720,716,417,97.8,1-12mo,30-59,NE,IVR,Consolidation,T4
ICC5BVV,53,57449,63075,718,0,98.5,1-12mo,1-29,NE,IVR,Consolidation,T7
MBS9C1K,58,59162,44183,812,252,114.8,>1yr,90+,W,Web,Consolidation,T2
1JUG9UN,30,60598,12201,698,126,112.7,<30d,30-59,W,IVR,Consolidation,T3
B23GWRJ,40,33940,53159,777,75,109.4,1-12mo,30-59,S,Web,Federal,T3
PI0JDD3,66,75222,27130,684,89,109.7,<30d,60-89,S,IVR,Federal,T3
RVCD0X7,41,57622,23681,775,256,101.4,Never,1-29,S,IVR,Federal,T4
1YSEVN9,22,41228,28863,649,466,103.7,Never,60-89,MW,Web,Federal,T4
0R29RXM,32,50229,37300,821,489,109.5,>1yr,30-59,W,Web,Consolidation,T1
LK83REZ,39,57387,50669,678,178,109.2,>1yr,30-59,MW,Web,Federal,T3
WN88QJK,65,86613,88208,600,297,111.3,<30d,30-59,W,IVR,Federal,T2
TGGZ4TM,56,15000,40924,628,137,112.0,>1yr,30-59,W,Web,Consolidation,T3
Q1FQFPG,54,72538,80790,635,67,104.8,Never,Current,S,Mobile,Consolidation,T5
4CQ8PKA,62,41076,14493,762,25,97.4,>1yr,Current,NE,Agent,Federal,T6
95EI0JD,54,54097,42847,654,16,99.1,1-12mo,1-29,MW,IVR,Federal,T7
YFNIKKI,62,56694,54248,613,257,112.7,1-12mo,30-59,W,Web,Federal,T2
J2SES7X,57,38768,64618,634,6,108.8,Never,60-89,NE,IVR,Consolidation,T3
Y0IYJU3,43,79089,30076,606,165,109.6,Never,60-89,S,Agent,Consolidation,T3
CNUHVMC,55,73918,61779,676,301,99.1,>1yr,30-59,W,Mobile,Federal,T4
2VKBALO,33,38984,0,628,0,114.2,>1yr,60-89,NE,Agent,Consolidation,T3
EYVQ19G,57,43949,53900,679,250,105.0,>1yr,Current,NE,Web,Consolidation,T6
EHBCNF7,48,40919,57130,798,283,98.5,>1yr,Current,W,Mobile,Consolidation,T4
2S7PBOZ,33,51878,101018,680,68,104.9,Never,Current,W,Web,Federal,T5
IAFQ6GR,36,40798,56447,635,213,110.1,<30d,60-89,MW,Agent,Federal,T3
2659Y3B,54,46280,13108,703,309,114.8,Never,30-59,NE,Mobile,Federal,T2
VMH9Y0M,45,44670,48822,653,397,112.4,<30d,30-59,MW,Agent,Consolidation,T2
BZ7A97D,32,51385,25265,669,371,111.2,Never,60-89,W,Web,Consolidation,T1
YUVW1GI,52,35866,35744,567,297,108.3,1-12mo,60-89,W,Web,Federal,T2
MI8D7XC,49,46699,5833,803,147,97.1,>1yr,Current,W,Mobile,Federal,T6
2GG1N34,23,32721,81905,677,0,96.5,>1yr,Current,MW,IVR,Federal,T6
RKFORGX,47,58473,43032,587,156,109.1,<30d,30-59,NE,IVR,Federal,T3
HCOQE4J,60,69921,9779,724,36,102.2,Never,Current,S,Agent,Federal,T5
OAQSVRH,56,36696,27095,647,102,96.4,Never,1-29,W,Mobile,Federal,T5
XGKG8WM,25,67479,58835,713,191,108.7,>1yr,60-89,W,Web,Federal,T3
0ODLS0G,48,44368,41543,667,22,113.2,1-12mo,30-59,MW,Agent,Consolidation,T3
JYV743W,67,40379,46945,740,331,110.7,>1yr,60-89,S,IVR,Federal,T2
WSBW4CC,39,85956,42293,641,261,99.5,Never,Current,W,Mobile,Federal,T4
CFH55WA,65,42010,82645,621,101,106.3,Never,60-89,W,Agent,Federal,T5
TSACK6S,47,32998,48414,654,380,107.9,>1yr,30-59,MW,IVR,Consolidation,T2
X0ZOVW7,34,59006,52558,624,168,102.7,Never,Current,W,Mobile,Consolidation,T5
U8TCHU0,24,76078,28458,728,146,108.6,1-12mo,60-89,NE,Web,Consolidation,T3
GASTMVQ,69,39330,75347,626,0,102.0,>1yr,Current,W,Mobile,Federal,T6
8AT4MVD,55,64398,43043,636,135,112.1,Never,30-59,W,IVR,Consolidation,T3
BV8H1K1,31,70553,76483,671,0,97.3,<30d,Current,W,Mobile,Federal,T8
ITSCDY5,62,66626,32182,541,0,114.8,<30d,30-59,W,Web,Federal,T3
WYRQINU,62,41526,35888,698,112,113.9,>1yr,60-89,S,IVR,Consolidation,T3
PRKIG1W,58,70238,16110,588,191,98.7,<30d,Current,S,Agent,Consolidation,T8
1SETHC0,33,42772,42086,659,160,95.5,>1yr,Current,MW,Web,Consolidation,T6
I0J62P2,55,36335,56098,698,74,95.8,<30d,1-29,MW,Web,Federal,T8
JXTFDAW,54,35590,35222,521,179,104.6,>1yr,Current,NE,Web,Federal,T6
4539V2T,36,48598,68617,680,0,113.1,>1yr,30-59,MW,Web,Federal,T3
K4JYF9P,37,100170,73509,607,253,104.6,1-12mo,Current,MW,Agent,Federal,T4
5480087,34,61942,9434,693,178,99.8,Never,Current,W,Mobile,Consolidation,T5
OMGNMXC,59,55130,49951,850,177,96.8,1-12mo,Current,S,IVR,Federal,T7
WJZMAXT,54,57310,52892,718,134,101.3,<30d,Current,S,Web,Federal,T8
1FQWUQ4,36,50000,32224,665,141,97.2,1-12mo,1-29,S,Web,Federal,T7
FODLJ8Q,63,74783,36211,695,314,98.8,>1yr,60-89,W,Agent,Consolidation,T4
Y3FHJ0Y,47,39719,45726,669,144,106.3,<30d,30-59,S,Mobile,Consolidation,T8
5X8PQKG,22,44874,3467,761,396,96.1,1-12mo,60-89,W,Agent,Consolidation,T4
Z4002IG,26,81551,20326,675,416,101.1,1-12mo,30-59,NE,Mobile,Federal,T4
266943D,38,15000,66234,628,51,113.5,>1yr,30-59,S,Mobile,Consolidation,T3
2AHQL1B,69,17326,13556,683,187,108.9,Never,60-89,NE,Agent,Federal,T3
ZSRR116,52,75327,30807,640,293,98.1,<30d,1-29,W,Mobile,Consolidation,T4
TLY8ZDW,35,66026,59908,620,273,110.6,>1yr,60-89,MW,Web,Consolidation,T2
KV3071M,36,67268,42184,546,153,107.6,<30d,60-89,W,Agent,Consolidation,T8
U9DRB8O,70,49156,65758,736,271,98.1,>1yr,1-29,W,Web,Consolidation,T4
1W4DEXM,54,20500,33065,672,308,108.0,Never,90+,S,Mobile,Consolidation,T2
K994ZLI,52,73300,0,628,0,110.3,>1yr,30-59,MW,IVR,Federal,T3
NC2SZI1,29,91233,115795,734,212,105.4,<30d,30-59,MW,IVR,Federal,T8
S8BL8KV,34,63137,42824,698,323,114.2,1-12mo,30-59,NE,Agent,Consolidation,T2
QUX3D2O,61,62146,20915,685,0,109.8,1-12mo,30-59,S,Mobile,Federal,T3
HNQ90G3,49,24618,53922,706,159,108.6,1-12mo,30-59,S,Agent,Consolidation,T3
KR3Z0PN,69,73787,33610,740,77,104.7,1-12mo,1-29,NE,Mobile,Consolidation,T7
DSOH8LN,54,76338,60564,695,47,105.4,<30d,90+,MW,Mobile,Consolidation,T8
QCLNZ39,33,51110,89408,619,188,112.4,<30d,90+,MW,Mobile,Federal,T3
VEM2BS1,47,17142,65852,635,198,96.0,>1yr,Current,NE,Web,Consolidation,T6
C5GE3Y9,26,15000,58017,602,376,107.9,>1yr,60-89,S,Mobile,Consolidation,T2
XPFW2M2,64,41600,70126,591,114,103.7,>1yr,Current,W,Mobile,Federal,T6
QUMAPKI,49,59788,59511,683,115,111.2,<30d,30-59,W,IVR,Consolidation,T3
BRIAWW7,70,73679,19300,752,182,107.7,Never,30-59,S,Mobile,Consolidation,T5
8VJ4T57,55,64730,21977,655,266,96.0,Never,Current,NE,Agent,Federal,T4
8E0AEJE,44,31315,56433,661,333,98.9,>1yr,60-89,MW,Agent,Federal,T4
87OLLCM,60,63025,54375,675,229,105.3,<30d,30-59,MW,IVR,Federal,T8
SKK9XCS,44,55162,53912,767,397,96.3,>1yr,30-59,NE,Web,Consolidation,T4
O6NWV4D,31,60313,35358,763,415,106.6,1-12mo,60-89,NE,Mobile,Consolidation,T2
YVC0FR7,40,67584,75805,684,362,96.8,<30d,30-59,S,Web,Federal,T4
RZB34HZ,58,74927,43992,602,213,110.6,>1yr,60-89,MW,Mobile,Federal,T3
XH0LRXN,44,79973,42229,682,163,102.0,>1yr,Current,NE,Agent,Consolidation,T6
A41EQ2M,62,66022,72003,639,122,113.9,1-12mo,60-89,S,Web,Consolidation,T3
KBXR25G,39,64597,38574,618,0,101.9,1-12mo,Current,MW,Agent,Federal,T7
T97YG8A,28,58152,30867,771,72,98.0,>1yr,Current,S,Agent,Consolidation,T6
XESYAUY,65,66729,26320,688,48,107.4,1-12mo,30-59,S,Agent,Consolidation,T7
RR68JL1,64,24371,92095,713,242,96.7,>1yr,Current,S,Web,Consolidation,T6
7S4PHSA,43,84104,68389,720,256,99.0,>1yr,Current,MW,IVR,Federal,T4
Q51H02S,69,56649,26673,718,263,114.7,<30d,60-89,S,IVR,Federal,T2
XJYQDEP,55,34424,41506,634,287,95.3,<30d,Current,NE,Web,Federal,T4
R47Z1K1,67,74648,32895,743,230,114.6,>1yr,30-59,S,IVR,Federal,T3
YYVO138,56,41320,0,627,0,101.9,>1yr,Current,S,IVR,Consolidation,T6
5QK2K5S,57,69367,65336,644,97,109.2,1-12mo,60-89,NE,Mobile,Consolidation,T3
IW60KVK,38,51198,28987,701,0,106.7,1-12mo,30-59,W,Web,Consolidation,T7
R459P60,44,57003,86272,620,166,99.3,>1yr,Current,MW,IVR,Federal,T6
4WIC44Z,57,60153,47061,740,90,108.3,Never,30-59,W,Agent,Federal,T3
2D104RU,62,81853,58723,709,97,99.6,Never,Current,MW,Mobile,Federal,T5
PXG2N2D,48,57839,20534,665,43,100.4,>1yr,Current,MW,Agent,Consolidation,T6
SUFGH49,50,56181,26563,694,151,110.7,<30d,30-59,W,IVR,Consolidation,T3
J9839N3,55,52590,281,596,16,107.7,<30d,60-89,W,IVR,Consolidation,T8
JVYPSRN,39,73064,22961,716,85,102.1,<30d,Current,W,Mobile,Federal,T8
MYUE0I9,55,53584,41718,718,214,103.5,>1yr,Current,NE,IVR,Federal,T6
A59MVNN,69,62784,76081,682,240,99.4,<30d,Current,S,IVR,Consolidation,T8
49DILI4,52,60237,91302,607,281,104.2,>1yr,1-29,NE,Agent,Consolidation,T4
5J9WSTK,26,64713,79694,688,203,99.4,1-12mo,Current,W,Agent,Federal,T7
VHENEYI,41,15246,36671,761,91,100.3,Never,1-29,S,IVR,Federal,T5
1V58OXN,39,89547,51441,640,311,98.7,1-12mo,60-89,W,Agent,Consolidation,T4
22Q8N11,22,37645,22308,693,242,96.0,<30d,1-29,W,Mobile,Consolidation,T8
ZIBUP5V,40,15009,64014,635,139,113.7,>1yr,30-59,S,Mobile,Consolidation,T3
5Q59IQX,46,74970,67964,641,32,99.1,>1yr,1-29,S,Agent,Federal,T6
RKPJDZP,58,103196,59268,796,0,107.1,1-12mo,30-59,W,Mobile,Consolidation,T7
RPUGPWH,67,68389,7803,586,265,101.3,>1yr,1-29,W,Agent,Federal,T4
0ICF7JH,61,56944,69847,680,197,98.5,Never,Current,W,Agent,Federal,T5
U74MSSA,56,43245,0,657,204,103.4,>1yr,1-29,S,IVR,Consolidation,T6
D2BOV9F,62,39086,16328,695,257,99.5,<30d,Current,NE,Web,Consolidation,T4
OCEC9Y5,34,60570,37058,708,0,100.9,1-12mo,Current,S,Web,Consolidation,T7
TM3IDDU,54,66793,0,686,288,108.3,<30d,30-59,NE,IVR,Consolidation,T2
7AQCYBR,63,72232,59310,667,236,111.1,1-12mo,30-59,NE,IVR,Consolidation,T3
EGMD21Y,44,60544,50156,660,299,98.8,Never,Current,S,Agent,Federal,T4
LBSQXJV,50,112240,42104,733,204,106.6,>1yr,60-89,W,Web,Consolidation,T6
NQFTOMX,22,51100,21153,742,376,108.7,>1yr,30-59,NE,Mobile,Consolidation,T1
38MM5LZ,63,28949,31927,678,94,114.8,<30d,60-89,W,IVR,Federal,T3
O1JML20,36,106088,30915,660,371,103.2,<30d,30-59,NE,Web,Consolidation,T4
2UVGQAG,50,30267,37461,659,380,96.2,1-12mo,30-59,NE,Agent,Federal,T4
UN3JZGR,52,72645,73034,646,0,109.4,>1yr,60-89,MW,Web,Federal,T3
O677MHR,30,50323,38373,696,25,112.6,Never,30-59,W,Mobile,Federal,T3
NIPDFUQ,59,51809,48191,625,270,97.0,1-12mo,Current,W,Mobile,Federal,T4
GUGZM2B,65,44263,37900,683,0,108.1,<30d,30-59,NE,Web,Federal,T3
0CSU7MX,40,55225,25687,850,275,107.5,>1yr,30-59,NE,Agent,Federal,T2
5SYCX7W,32,46744,64224,678,139,95.1,>1yr,Current,NE,Agent,Consolidation,T6
ABCE7HA,61,43096,9465,630,307,98.3,Never,30-59,MW,Web,Federal,T4
89TPG4J,44,64129,7658,748,86,110.9,1-12mo,60-89,S,Web,Consolidation,T3
CU9P1EF,40,79149,54331,735,71,96.7,<30d,Current,MW,Agent,Federal,T8
WPQ5ZXI,48,76771,42434,751,420,113.7,<30d,30-59,MW,Agent,Consolidation,T2
